timestamp,service,operation,model,light_model,prompt_tokens,completion_tokens,total_tokens,prompt_chars,completion_chars,duration_seconds,tokens_per_second,tokens_per_minute,num_es_logs,num_chroma_chunks,elastic_logs_limit,chroma_chunks_limit,events_considered,question_tokens,context_tokens,question_chars,context_chars,actual_anomalies,detected_anomalies,precision,prompt_preview,response_preview,success,error_message,meta_log_limit,meta_mode
2025-11-08T21:10:34.181954,chat,rag_prompt_test,gemma3:4b,gpt-oss:120b,11426,68,11494,177592,550,2.352,28.912,1734.722,50,0,50,0,50,12,11300,76,176661,44,1,10.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Enumerar Crede…",yes,,50,auto
2025-11-08T21:10:36.921325,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,1346,87,1433,19339,678,2.53,34.381,2062.859,5,0,5,0,5,12,1220,76,18408,4,3,40.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Attempt to enu…",yes,,5,auto
2025-11-08T21:10:40.744719,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,5826,134,5960,89679,1129,3.605,37.17,2230.223,25,0,25,0,25,12,5700,76,88748,24,2,8.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User attemptin…",yes,,25,auto
2025-11-08T21:10:43.482891,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,11426,71,11497,177592,569,2.515,28.233,1693.952,50,0,50,0,50,12,11300,76,176661,44,2,10.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Enumerar Crede…",yes,,50,auto
2025-11-08T21:10:45.900673,chat,rag_prompt_test,gemma3:4b,gemma3:4b,1346,70,1416,19339,615,2.124,32.958,1977.481,5,0,5,0,5,12,1220,76,18408,4,2,40.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Attempt to enu…",yes,,5,auto
2025-11-08T21:10:48.224589,chat,rag_prompt_test,gemma3:4b,gemma3:4b,5826,40,5866,89679,362,2.009,19.909,1194.533,25,0,25,0,25,12,5700,76,88748,24,1,8.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","contaba: ```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Eventos de leitura d…",yes,,25,auto
2025-11-08T21:10:51.305423,chat,rag_prompt_test,gemma3:4b,gemma3:4b,11426,93,11519,177592,686,2.764,33.646,2018.784,50,0,50,0,50,12,11300,76,176661,44,2,10.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379 - Enumerar Cred…",yes,,50,auto
2025-11-08T21:10:53.450455,chat,rag_prompt_test,gemma3:4b,qwen3:4b,1346,59,1405,19339,432,1.915,30.808,1848.505,5,0,5,0,5,12,1220,76,18408,4,1,40.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Eventos de leitura de credenc…",yes,,5,auto
2025-11-08T21:10:56.885641,chat,rag_prompt_test,gemma3:4b,qwen3:4b,5826,105,5931,89679,898,3.162,33.206,1992.349,25,0,25,0,25,12,5700,76,88748,24,4,8.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Attempt to enu…",yes,,25,auto
2025-11-08T21:10:59.577239,chat,rag_prompt_test,gemma3:4b,qwen3:4b,11426,52,11478,177592,438,2.417,21.516,1290.963,50,0,50,0,50,12,11300,76,176661,44,1,10.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","걷기 ```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379 - Enumerar C…",yes,,50,auto
2025-11-08T21:11:13.267957,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,1346,616,1962,19339,3852,13.485,45.679,2740.727,5,0,5,0,5,12,1220,76,18408,4,0,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's see. I need to analyze these logs to check if they are anomalies based on the policy.rules. But wait, the u…",yes,,5,auto
2025-11-08T21:11:40.723260,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,5826,2185,8011,89679,12731,27.219,80.276,4816.539,25,0,25,0,25,12,5700,76,88748,24,0,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the user provided a bunch of logs in JSON format and wants me to analyze them usin…",yes,,25,auto
2025-11-08T21:11:58.215326,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,11426,1167,12593,177592,7251,17.267,67.584,4055.025,50,0,50,0,50,12,11300,76,176661,44,0,12.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","We are given a JSON object with multiple logs (4 logs in the example). Each log has an ""_id"", ""@timestamp"", and other f…",yes,,50,auto
2025-11-08T21:12:26.212275,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,1346,2288,3634,19339,13830,27.854,82.142,4928.515,5,0,5,0,5,12,1220,76,18408,4,0,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, I need to analyze the provided logs according to the policy.rules to determine if …",yes,,5,auto
2025-11-08T21:12:52.318139,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,5826,1897,7723,89679,12105,25.949,73.105,4386.322,25,0,25,0,25,12,5700,76,88748,24,0,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's see. I need to analyze the provided logs according to the policy.rules, but wait, the user mentioned applyi…",yes,,25,auto
2025-11-08T21:13:18.737024,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,11426,1865,13291,177592,11940,26.264,71.009,4260.514,50,0,50,0,50,12,11300,76,176661,44,1,12.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the user provided a bunch of logs in JSON format and wants me to anal…",yes,,50,auto
2025-11-08T21:13:33.968180,chat,rag_prompt_test,qwen3:4b,gemma3:4b,1346,1022,2368,19339,6358,15.002,68.126,4087.555,5,0,5,0,5,12,1220,76,18408,4,0,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, I need to analyze the provided logs and determine if there are any security anomal…",yes,,5,auto
2025-11-08T21:14:11.855921,chat,rag_prompt_test,qwen3:4b,gemma3:4b,5826,2834,8660,89679,17634,37.632,75.309,4518.532,25,0,25,0,25,12,5700,76,88748,24,3,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. The user provided a JSON object with multiple security logs, each with an…",yes,,25,auto
2025-11-08T21:14:38.624671,chat,rag_prompt_test,qwen3:4b,gemma3:4b,11426,2147,13573,177592,12496,26.533,80.919,4855.144,50,0,50,0,50,12,11300,76,176661,44,0,12.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the user provided a bunch of logs in JSON format and wants me to analyze them usin…",yes,,50,auto
2025-11-08T21:15:13.907497,chat,rag_prompt_test,qwen3:4b,qwen3:4b,1346,2416,3762,19339,15235,35.089,68.854,4131.224,5,0,5,0,5,12,1220,76,18408,4,0,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the user provided a bunch of logs in JSON format and wants me to analyze them acco…",yes,,5,auto
2025-11-08T21:15:45.416485,chat,rag_prompt_test,qwen3:4b,qwen3:4b,5826,2506,8332,89679,14953,31.39,79.835,4790.091,25,0,25,0,25,12,5700,76,88748,24,0,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, I need to analyze the provided logs according to the policy.rules, but wait, the u…",yes,,25,auto
2025-11-08T21:15:54.813374,chat,rag_prompt_test,qwen3:4b,qwen3:4b,11426,634,12060,177592,4094,9.245,68.579,4114.741,50,0,50,0,50,12,11300,76,176661,44,0,12.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the task is to analyze the provided logs and apply the rules from pol…",yes,,50,auto
