timestamp,service,operation,model,light_model,prompt_tokens,completion_tokens,total_tokens,prompt_chars,completion_chars,duration_seconds,tokens_per_second,tokens_per_minute,num_es_logs,num_chroma_chunks,elastic_logs_limit,chroma_chunks_limit,events_considered,question_tokens,context_tokens,question_chars,context_chars,actual_anomalies,detected_anomalies,precision,prompt_preview,response_preview,success,error_message,meta_log_limit,meta_mode
2025-10-07T13:22:46.886320,chat,rag_prompt_test,gpt-oss:120b,qwen3:4b,5801,11,5812,89489,103,1115.481,0.01,0.592,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","[ { ""timestamp"": ""2022-07-07 13:20:45.500"", ""attack_technique"": ""OS Credential Dumping"" } ]",yes,,25,auto
2025-10-07T13:26:44.342871,chat,rag_prompt_test,gpt-oss:120b,qwen3:4b,11401,191,11592,177402,2412,237.112,0.806,48.332,50,0,50,0,50,12,11300,76,176661,44,0,10.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","{ ""evaluations"": [ {""_id"": ""9z4wdpkBNUCXPhCJABS6"", ""is_anomaly"": false, ""reason"": ""Normal""}, {""_id"": ""9j4wdpkBNUCXPhCJA…",yes,,50,auto
2025-10-07T13:26:57.626574,chat,rag_prompt_test,deepseek-r1:8b,gpt-oss:120b,1321,82,1403,19149,755,13.033,6.292,377.507,5,0,5,0,5,12,1220,76,18408,4,1,0.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","{ ""evaluations"": [ {""_id"": ""Fw4wdpkBNUCXPhCJABSw"", ""is_anomaly"": false, ""reason"": ""Evento de leitura bem sucedida das c…",yes,,5,auto
2025-10-07T13:27:12.011441,chat,rag_prompt_test,deepseek-r1:8b,gpt-oss:120b,5801,313,6114,89489,2576,14.157,22.11,1326.58,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","{ ""evaluations"": [ {""_id"": "".ds-winlog-2024.39-2025-09-23-000001"", ""is_anomaly"": false, ""reason"": ""Evento de enumeração…",yes,,25,auto
2025-10-07T13:35:16.158279,chat,rag_prompt_test,deepseek-r1:8b,gpt-oss:120b,11401,21365,32766,177402,137155,483.915,44.15,2649.017,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ { ""_id"": ""<log id>"", ""is_anomaly"": false, ""reason"": ""Não há eventos de evento detetados nas …",yes,,50,auto
2025-10-07T13:43:20.972574,chat,rag_prompt_test,deepseek-r1:8b,deepseek-r1:8b,1321,18175,19496,19149,120679,484.615,37.504,2250.24,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","I (f)What is the role as of Contexto given the ""The patient free-Time Contrecovery **第一步明间环力扣� 用户机车号称一份How can you are …",yes,,5,auto
2025-10-07T13:43:22.942451,chat,rag_prompt_test,deepseek-r1:8b,deepseek-r1:8b,5801,1,5802,89489,31,1.816,0.551,33.038,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,25,auto
2025-10-07T13:43:24.950078,chat,rag_prompt_test,deepseek-r1:8b,deepseek-r1:8b,11401,1,11402,177402,31,1.854,0.539,32.369,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,50,auto
2025-10-07T13:43:26.987433,chat,rag_prompt_test,deepseek-r1:8b,gemma3:4b,1321,1,1322,19149,31,1.774,0.564,33.82,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,5,auto
2025-10-07T13:43:29.052340,chat,rag_prompt_test,deepseek-r1:8b,gemma3:4b,5801,1,5802,89489,31,1.811,0.552,33.137,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,25,auto
2025-10-07T13:43:31.207059,chat,rag_prompt_test,deepseek-r1:8b,gemma3:4b,11401,1,11402,177402,31,1.872,0.534,32.059,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,50,auto
2025-10-07T13:43:33.111989,chat,rag_prompt_test,deepseek-r1:8b,qwen3:4b,1321,1,1322,19149,31,1.761,0.568,34.075,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,5,auto
2025-10-07T13:43:35.067686,chat,rag_prompt_test,deepseek-r1:8b,qwen3:4b,5801,1,5802,89489,31,1.822,0.549,32.925,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,25,auto
2025-10-07T13:43:37.174691,chat,rag_prompt_test,deepseek-r1:8b,qwen3:4b,11401,1,11402,177402,31,1.868,0.535,32.121,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,yes,,50,auto
2025-10-07T13:43:43.512866,chat,rag_prompt_test,gemma3:4b,gpt-oss:120b,1321,122,1443,19149,939,6.006,20.312,1218.719,5,0,5,0,5,12,1220,76,18408,4,1,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Evento 5379: O usuário 'jesus…",yes,,5,auto
2025-10-07T13:43:48.642893,chat,rag_prompt_test,gemma3:4b,gpt-oss:120b,5801,183,5984,89489,1614,4.807,38.067,2284.042,25,0,25,0,25,12,5700,76,88748,24,8,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User attempted…",yes,,25,auto
2025-10-07T13:43:51.911348,chat,rag_prompt_test,gemma3:4b,gpt-oss:120b,11401,123,11524,177402,912,2.971,41.397,2483.842,50,0,50,0,50,12,11300,76,176661,44,1,0.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User executed …",yes,,50,auto
2025-10-07T13:43:54.247985,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,1321,74,1395,19149,642,2.124,34.836,2090.148,5,0,5,0,5,12,1220,76,18408,4,1,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User executed …",yes,,5,auto
2025-10-07T13:43:56.863458,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,5801,77,5878,89489,659,2.401,32.076,1924.574,25,0,25,0,25,12,5700,76,88748,24,1,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User 'jesus' e…",yes,,25,auto
2025-10-07T13:43:59.694640,chat,rag_prompt_test,gemma3:4b,deepseek-r1:8b,11401,78,11479,177402,676,2.584,30.181,1810.87,50,0,50,0,50,12,11300,76,176661,44,2,0.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: Windows Securi…",yes,,50,auto
2025-10-07T13:44:02.289182,chat,rag_prompt_test,gemma3:4b,gemma3:4b,1321,72,1393,19149,597,2.263,31.819,1909.14,5,0,5,0,5,12,1220,76,18408,4,1,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","<unused460>```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Detecção de tentat…",yes,,5,auto
2025-10-07T13:44:03.614729,chat,rag_prompt_test,gemma3:4b,gemma3:4b,5801,1,5802,89489,12,0.961,1.04,62.412,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…",<unused2582>,yes,,25,auto
2025-10-07T13:44:06.337004,chat,rag_prompt_test,gemma3:4b,gemma3:4b,11401,72,11473,177402,648,2.34,30.773,1846.355,50,0,50,0,50,12,11300,76,176661,44,1,0.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User executing…",yes,,50,auto
2025-10-07T13:44:08.614197,chat,rag_prompt_test,gemma3:4b,qwen3:4b,1321,59,1380,19149,545,2.082,28.337,1700.232,5,0,5,0,5,12,1220,76,18408,4,2,20.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""_j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User executing…",yes,,5,auto
2025-10-07T13:44:12.470996,chat,rag_prompt_test,gemma3:4b,qwen3:4b,5801,151,5952,89489,1307,3.631,41.589,2495.328,25,0,25,0,25,12,5700,76,88748,24,2,4.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","菣```json { ""evaluations"": [ {""_id"": ""6j4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User attempte…",yes,,25,auto
2025-10-07T13:44:15.041579,chat,rag_prompt_test,gemma3:4b,qwen3:4b,11401,60,11461,177402,541,2.303,26.053,1563.197,50,0,50,0,50,12,11300,76,176661,44,1,0.0,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","```json { ""evaluations"": [ {""_id"": ""0T4wdpkBNUCXPhCJABS6"", ""is_anomaly"": true, ""reason"": ""Event ID 5379: User executed …",yes,,50,auto
2025-10-07T13:44:45.919814,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,1321,2013,3334,19149,12955,30.636,65.707,3942.39,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the user provided a bunch of logs in JSON format and wants me to analyze them acco…",yes,,5,auto
2025-10-07T13:46:37.745360,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,5801,7133,12934,89489,60939,111.639,63.894,3833.619,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the user provided a set of logs in JSON format and wants me to analyz…",yes,,25,auto
2025-10-07T13:47:07.732935,chat,rag_prompt_test,qwen3:4b,gpt-oss:120b,11401,1880,13281,177402,12375,29.773,63.145,3788.72,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, I need to analyze the provided logs according to the policy.rules to determine if …",yes,,50,auto
2025-10-07T13:52:32.455198,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,1321,20599,21920,19149,181233,324.56,63.467,3808.042,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the user provided some logs and wants me to analyze them according to…",yes,,5,auto
2025-10-07T13:53:04.781567,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,5801,2270,8071,89489,14521,32.18,70.54,4232.412,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let me try to work through this problem step by step. So, the user provided some logs in JSON format and wants me…",yes,,25,auto
2025-10-07T13:53:26.226418,chat,rag_prompt_test,qwen3:4b,deepseek-r1:8b,11401,1528,12929,177402,9616,21.304,71.724,4303.444,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, I need to analyze these logs to see if they meet the security policy rules. The user wants to know the main secur…",yes,,50,auto
2025-10-07T13:53:54.795196,chat,rag_prompt_test,qwen3:4b,gemma3:4b,1321,2110,3431,19149,13454,28.33,74.48,4468.796,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, I need to analyze the provided logs according to the policy.rules to determine if …",yes,,5,auto
2025-10-07T13:54:33.163125,chat,rag_prompt_test,qwen3:4b,gemma3:4b,5801,2869,8670,89489,17056,38.118,75.266,4515.954,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","We are given a list of logs (each log is an object in the ""hits"" array) from Elasticsearch. The task is to analyze thes…",yes,,25,auto
2025-10-07T13:54:59.134743,chat,rag_prompt_test,qwen3:4b,gemma3:4b,11401,1883,13284,177402,11971,25.68,73.327,4399.607,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the user provided a bunch of logs in JSON format and wants me to anal…",yes,,50,auto
2025-10-07T13:55:27.449544,chat,rag_prompt_test,qwen3:4b,qwen3:4b,1321,1983,3304,19149,12622,28.171,70.391,4223.459,5,0,5,0,5,12,1220,76,18408,4,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the task is to analyze the provided logs and determine if there are any anomalies …",yes,,5,auto
2025-10-07T13:55:54.784522,chat,rag_prompt_test,qwen3:4b,qwen3:4b,5801,1787,7588,89489,11376,27.181,65.744,3944.646,25,0,25,0,25,12,5700,76,88748,24,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem. So, the user wants me to analyze the provided logs according to the policy.rules and o…",yes,,25,auto
2025-10-07T13:56:28.475101,chat,rag_prompt_test,qwen3:4b,qwen3:4b,11401,2547,13948,177402,15982,33.538,75.944,4556.661,50,0,50,0,50,12,11300,76,176661,44,,,"Contexto (logs e políticas relevantes, tens de responder baseando-te nas políticas fornecidas, as políticas estão depoi…","Okay, let's tackle this problem step by step. So, the user provided a bunch of security logs and wants me to analyze th…",yes,,50,auto
